2025-09-04 02:45:40 | [INFO] device=cuda:0 ddp=True world_size=2 arch=resnet18 modality=raw
2025-09-04 02:45:40 | [INFO] GPU=NVIDIA GeForce GTX 1080 Ti CC=(6, 1)
2025-09-04 02:45:40 | [INFO] Mixed precision DISABLED (accuracy-first).
2025-09-04 13:12:34 | [VAL 10] loss=15.43839 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
2025-09-04 13:15:50 | [11/12] step 00100/01853 loss=0.44019 | 81.6 img/s
2025-09-04 13:19:06 | [11/12] step 00200/01853 loss=0.37759 | 81.7 img/s
2025-09-04 13:22:21 | [11/12] step 00300/01853 loss=0.27733 | 81.8 img/s
2025-09-04 13:25:36 | [11/12] step 00400/01853 loss=0.25081 | 81.8 img/s
2025-09-04 13:28:52 | [11/12] step 00500/01853 loss=0.28630 | 81.8 img/s
2025-09-04 13:32:07 | [11/12] step 00600/01853 loss=0.27290 | 81.8 img/s
2025-09-04 13:35:23 | [11/12] step 00700/01853 loss=0.24734 | 81.8 img/s
2025-09-04 13:38:38 | [11/12] step 00800/01853 loss=0.25119 | 81.8 img/s
2025-09-04 13:41:54 | [11/12] step 00900/01853 loss=0.23868 | 81.8 img/s
2025-09-04 13:45:09 | [11/12] step 01000/01853 loss=0.22702 | 81.8 img/s
2025-09-04 13:48:25 | [11/12] step 01100/01853 loss=0.22025 | 81.8 img/s
2025-09-04 13:51:40 | [11/12] step 01200/01853 loss=0.21681 | 81.8 img/s
2025-09-04 13:54:55 | [11/12] step 01300/01853 loss=0.21070 | 81.8 img/s
2025-09-04 13:58:11 | [11/12] step 01400/01853 loss=0.20886 | 81.8 img/s
2025-09-04 14:01:26 | [11/12] step 01500/01853 loss=0.20360 | 81.8 img/s
2025-09-04 14:04:42 | [11/12] step 01600/01853 loss=0.21125 | 81.8 img/s
2025-09-04 14:07:57 | [11/12] step 01700/01853 loss=0.21941 | 81.9 img/s
2025-09-04 14:11:13 | [11/12] step 01800/01853 loss=0.22084 | 81.9 img/s
2025-09-04 14:12:56 | [11/12] step 01853/01853 loss=0.21474 | 81.9 img/s
2025-09-04 14:13:41 | [VAL 11] loss=12.25157 acc=2.74% prec1=0.0274 recall1=1.0000 f1=0.0534 TP=1635 FP=58008 TN=0 FN=0
